acgme_program_id,classification,fields,rise_program_name,acgme_program_name,rise_location,acgme_location
1103800201,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,OhioHealth/Doctors Hospital Program,OhioHealth/Doctors D Hospital Program D 5 C P J,"Columbus, OH","olumbus, OH"
1103800207,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University Hospitals Community Consortium Program,University Hospitals Community Consortium Program Buil,"Westlake, OH","Westlake, OH"
1104100200,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Tower Health/Reading Hospital Program,Tower D Health/Reading Hospital Program R 4 W P h,"West Reading, PA","est Reading, PA"
1104100208,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Allegheny Health Network Medical Education Consortium Program,Allegheny Health Network Medical Education Consortium/Saint Vincent Hospital Program,"Erie, PA","Erie, PA"
1104100214,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Luke's Hospital-Anderson Campus Program,St Luke’s Hospital – Anderson Campus Program,"Easton, PA","Easton, PA"
1104112054,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Allegheny Health Network Medical Education Consortium (AGH) Program,Allegheny Health Network Medical Education Consortium/Allegheny General Hospital Program,"Pittsburgh, PA","Pittsburgh, PA"
1104133171,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Penn State Milton S Hershey Medical Center Program,Penn State Milton S Hershey Medical Center Program Ce,"Hershey, PA","Hershey, PA"
1104212187,STALE_IDENTITY_REVIEW_REQUIRED,city,Hospital Episcopal San Lucas/Ponce School of Medicine Program,Hospital Episcopal San Lucas/Ponce School of Medicine Program,"San Juan, PR","Ponce, PR"
1104500185,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare/Mercer University School of Medicine/Grand Strand Medical Center Program,HCA Healthcare/Mercer University School of Medicine/Grand Strand Health Program,"Myrtle Beach, SC","Myrtle Beach, SC"
1104500186,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Healthcare/Mercer University School of Medicine/Trident Medical Center Program,HCA Healthcare/Mercer University School of Medicine/Trident Hospital Program,"North Charleston, SC","Charleston, SC"
1104700196,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee College of Medicine at Memphis Program,University of Tennessee College of Medicine (Memphis) Program,"Memphis, TN","Memphis, TN"
1104700197,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee College of Medicine at Murfreesboro Program,University of Tennessee College of Medicine (Murfreesboro) Program,"Murfreesboro, TN","Murfreesboro, TN"
1104800002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Doctors Hospital at Renaissance Ltd Program,"Doctors Hospital at Renaissance, Ltd. Program","Edinburg, TX","Edinburg, TX"
1104800004,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,South Texas Health System GME Consortium Program,South Texas Health 3 System GME Consortium M Program P j,"McAllen, TX","cAllen, TX"
1104800005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Houston Healthcare/University of Houston Program,HCA Houston Healthcare/University of Houston (Clear Lake) Program,"Houston, TX","Houston, TX"
1104813188,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Christus Health/Texas A&M University School of Medicine Program,CHRISTUS Health/Texas A&M University School of Medicine Program,"Corpus Christi, TX","Corpus Christi, TX"
1104821085,STALE_IDENTITY_REVIEW_REQUIRED,city,San Antonio Uniformed Services Health Education Consortium Program,San Antonio Uniformed Services Health Education Consortium Program,"Jbsa Ft Sam Houston, TX","JBSA Fort Sam Houston, TX"
1105000001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Vermont Medical Center Program,University of 11 Vermont Medical Center Program Di Bu Ph Ad,"Burlington, VT","rlington, VT"
1105113209,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Carilion Clinic-Virginia Tech Carilion School of Medicine Program,Carilion Clinic- Virginia Tech Carilion School of Medicine Program,"Roanoke, VA","Roanoke, VA"
1105121125,STALE_IDENTITY_REVIEW_REQUIRED,city,University of Virginia Medical Center Program,University of Virginia Medical Center Program,"Charlo, VA","Charlottesville, VA"
1105121160,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Virginia Commonwealth University Health System Program,Virginia Vi Commonwealth University Health Sy System Program 12 Fl PO Ri Ph pe,"Richmond, VA","chmond, VA"
1200100728,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Health Education Services/Baldwin Health Program,Health Education H Services/Baldwin Health Program F 1 S F P T,"Foley, AL","oley, AL"
1200100730,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Health Education Services/Crestwood Medical Center Program,Health Care Authority of the City of Huntsvil Program,"Huntsville, AL","Huntsville, AL"
1200111023,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Alabama Medical Center (Huntsville) Program,University of Alabama Hospital (Huntsville) Program,"Huntsville, AL","Huntsville, AL"
1200131020,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Vincent's East Program,UAB St. Vincent's East Program,"Birmingham, AL","Birmingham, AL"
1200300002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,MHC Healthcare Program,Marana Health Program,"Tucson, AZ","Tucson, AZ"
1200300005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine - Phoenix/Banner Desert Program,University of Arizona College of Medicine – Phoenix/Banner Desert Program,"Mesa, AZ","Mesa, AZ"
1200300006,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Spokane Teaching Health Center/Regional Center for Border Health Program,Regional Center for Border Health Program,"Somerton, AZ","Somerton, AZ"
1200300719,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Midwestern University GME Consortium/Canyon Vista Program,Midwestern University GME Consortium / Canyon Vista Program,"Sierra Vista, AZ","Sierra Vista, AZ"
1200300722,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Midwestern University GME Consortium/Kingman Program,Midwestern University GME Consortium / Kingman Program,"Kingman, AZ","Kingman, AZ"
1200312028,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Phoenix Program,University of Arizona College of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
1200312030,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Creighton University School of Medicine Program,Creighton University School of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
1200312032,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine- Tucson Program,"Tucson, AZ","Tucson, AZ"
1200400003,STALE_IDENTITY_REVIEW_REQUIRED,city,University of Arkansas for Medical Sciences Regional Centers Program,University of Arkansas for Medical Sciences Regional Centers Program,"Fayetteville, AR","Berryville, AR"
1200400006,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Arkansas For Medical Sciences Regional Centers Program,University of Arkansas for Medical Sciences Regional Centers Program,"El Dorado, AR","EL DORADO, AR"
1200421034,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Arkansas for Medical Sciences Regional Centers (West) Program,University of U Arkansas for Medical Sciences U Regional Centers (West) Program 6 F P l,"Fort Smith, AR","ort Smith, AR"
1200421406,STALE_IDENTITY_REVIEW_REQUIRED,city,University of Arkansas for Medical Sciences Regional Centers (Northeast) Program,University of Arkansas for Medical Sciences Regional Centers (Northeast) Program,"Jonesboro, AR","JONESBORO, AR"
1200500002,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Mission Community Hospital Program,Mission Community Mi Hospital Program 14 Pa Ph Pf,"Panorama, CA","norama City, CA"
1200500004,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Prime West Consortium Program,Prime West Consortium/San Dimas Community Hospital Program,"San Dimas, CA","San Dimas, CA"
1200500005,STALE_IDENTITY_REVIEW_REQUIRED,city,Adventist Health Central California Network (Sonora) Program,Adventist Health Central California Network (Sonora) Program,"Hanford, CA","Sonora, CA"
1200500008,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Healthy Rural California Inc Program,"Healthy Rural California, Inc. Program","Chico, CA","Chico, CA"
1200500013,STALE_IDENTITY_REVIEW_REQUIRED,city,"La Maestra Family Clinic, Inc. Program","La Maestra Family Clinic, Inc. Program","San Diego, CA","National City, CA"
1200500016,STALE_IDENTITY_REVIEW_REQUIRED,state|city,Gracelight Community Health Program,Gracelight Community Health Program,"Provo, UT","Los Angeles, CA"
1200500731,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Kaiser Permanente Northern California (Napa-Solano) Program,Kaiser Permanente Northern California (Napa- Solano) Program,"Vallejo, CA","Vallejo, CA"
1200500738,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Clinica Sierra Vista-Bakersfield Program,Clinica Sierra Vista - Bakersfield Program,"Bakersfield, CA","Bakersfield, CA"
1200500740,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Community Memorial Health System Program,Community Co Memorial Health System Program Pr 14 Ve Ph nc,"Ventura, CA","ntura, CA"
1200500742,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,OPTI West/PIH Health Hospital Downey Program,OPTI West/PIH O Health Downey - Downey P Regional Medical Center Program 1 D P m,"Downey, CA","owney, CA"
1200500744,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Prime West Consortium/Chino Valley Medical Center Program,Prime West P Consortium/Chino Valley Medical M Center Program 5 C P c,"Chino, CA","hino, CA"
1200500750,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Valley Health Team Inc Program,"Valley Health Team, Inc. Program","Fresno, CA","Fresno, CA"
1200500752,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Charles R Drew University of Medicine and Science College of Medicine Program,"Charles R Drew University of Medicine and Science, College of Medicine Program","Los Angeles, CA","Los Angeles, CA"
1200500754,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Agnes Medical Center (Fresno) Program,St. Agnes Medical Center (Fresno) Program,"Fresno, CA","Fresno, CA"
1200500759,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,KPC Global Medical Centers Inc Program,"KPC Global Medical 1 Centers, Inc. Program M H P r","Hemet, CA","emet, CA"
1200500760,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Loma Linda University Medical Center-Murrieta Program,Loma Linda University Health Education Consortium Program,"Murrieta, CA","Murrieta, CA"
1200511049,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen De School of Medicine/UCLA Medical 1 Center Program S P c,"Santa Monica, CA","anta Monica, CA"
1200511057,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Arrowhead Regional Medical Center Program,Arrowhead A Regional Medical Center Program F 4 C P a,"Colton, CA","olton, CA"
1200512684,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Stanford Health Care-Sponsored Stanford University Program,Santa Clara Valley Healthcare Program,"San Jose, CA","San Jose, CA"
1200512708,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Eisenhower Medical Center Program,Eisenhower Medical 3 Center Program A 2 R P F h,"Rancho Mirage, CA","ancho Mirage, CA"
1200521352,STALE_IDENTITY_REVIEW_REQUIRED,program_name,PIH Health Hospital-Whittier Program,PIH Health Hospital - Whittier Program,"Whittier, CA","Whittier, CA"
1200521610,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Pomona Valley Hospital Medical Center Program,Pomona Valley P Hospital Medical Center Program F 1 P P m,"Pomona, CA","omona, CA"
1200531050,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Contra Costa Regional Medical Center Program,Contra Costa C Regional Medical Center Program 2 M P l,"Martinez, CA","artinez, CA"
1200700001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Denver Community Health Services Inc Program,"Denver Community Den Health Services, Inc. Program Pro 126 Den Ph: Kim","Denver, CO","ver, CO"
1200700625,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA HealthONE (Aurora) Program,HCA 1 HealthONE/The Medical Center of S Aurora Program A P r,"Aurora, CO","urora, CO"
1200712070,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Saint Joseph Hospital Program,Intermountain Health/Saint Joseph Hospital Program,"Denver, CO","Denver, CO"
1200721075,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,CommonSpirit Mountain Region/St Mary-Corwin Hospital Program,CommonSpirit So Mountain Region/St Mary-Corwin 10 Hospital Program Me Pu Ph ja,"Pueblo, CO","eblo, CO"
1200721544,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA HealthONE/Swedish Medical Center Program,HCA HealthOne/Swedish Medical Center Program,"Englewood, CO","ENGLEWOOD, CO"
1200731073,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Mary's Hospital and Medical Center Program,Intermountain Health/St. Mary's Regional Hospital Program,"Grand Junction, CO","Grand Junction, CO"
1200800001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium Program,Zucker School of Medicine at Hofstra/Northwell at New Milford Hospital Program,"New Milford, CT","New Milford, CT"
1200800723,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Eastern Connecticut Health Network Program,University of Connecticut School of Medicine/Manchester Hospital Program,"Manchester, CT","Manchester, CT"
1201100004,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Florida State University College of Medicine Program,Florida State F University College of R Medicine/Ascension Sacred Heart E Hospital Program 7 M P j,"Miramar Beach, FL","iramar Beach, FL"
1201100006,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,AdventHealth Florida (Wesley Chapel) Program,AdventHealth 2 Florida (Wesley Chapel) Program W P c,"Wesley Chapel, FL","esley Chapel, FL"
1201100009,STALE_IDENTITY_REVIEW_REQUIRED,program_name,BayCare Health System (St. Joseph's Hospital - South/Tampa Family Health Centers) Program,"BAYCARE HEALTH SYSTEM (ST. JOSEPH'S HOSPITAL-SOUTH/TAMPA FAMILY HEALTH CENTERS) PROGRAM - Family Medicine, Riverview, FL","Riverview, FL","Riverview, FL"
1201100721,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida International University/Baptist Health Program,Florida Internationa University / Baptist Health Program,"Miami, FL","Miami, FL"
1201100728,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Florida State University College of Medicine/Lee Memorial Health System Program,Florida State University College of Medicine/Lee Memorial Hospital Program,"Fort Myers, FL","Ft Myers, FL"
1201100729,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Florida Orange Park Hospital Program,HCA Florida Orange H Park Hospital Program 2 O P B,"Orange Park, FL","range Park, FL"
1201100732,STALE_IDENTITY_REVIEW_REQUIRED,city,Broward Health Program,Broward Health Program,"Fort Lauderdale, FL","Ft. Lauderdale, FL"
1201100741,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Community Health of South Florida Inc (CHI) Program,"Community Health of South Florida, Inc. (CHI) Program","Miami, FL","Miami, FL"
1201100743,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Borinquen Health Care Center Inc Program,"Borinquen Health Care Center, Inc Program","Miami, FL","Miami, FL"
1201100745,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Westchester General Hospital Inc Program,"Westchester General Hospital, Inc. Program","Miami, FL","Miami, FL"
1201100746,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Florida Healthcare/St Lucie Hospital Program,HCA Florida Healthcare/St. Lucie Hospital Program,"Port St Lucie, FL","St. Lucie, FL"
1201100749,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida State University College of Medicine Program,Florida State University College of Medicine/Winter Haven Hospital Program,"Winter Haven, FL","Winter Haven, FL"
1201111085,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Vincent's Medical Center Program,Florida State University College of Medicine/St Vincent's Medical Center Program,"Jacksonville, FL","Jacksonville, FL"
1201111086,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida State University College of Medicine Program,Florida State University College of Medicine/Tallahassee Memorial Hospital Program,"Tallahassee, FL","Tallahassee, FL"
1201111090,STALE_IDENTITY_REVIEW_REQUIRED,city,Orlando Health Bayfront Hospital Program,Orlando Health Bayfront Hospital Program,"St Petersburg, FL","St. Petersburg, FL"
